"UserID","UserNo","Name","Email","IP Address","Unique ID","Started","Ended","Q1. Overall, how did you feel about the service you received today?","Q2. How could we improve this service?","Q3. What Licensing task did you need to carry out today?","Q4. How easy was it to complete this task?","Q5. If you found it fairly or extremely difficult to complete this task, please could you say why this was?"
"66049511","4000","","","","","20/10/2017 10:42:00","20/10/2017 10:43:00","Very satisfied","It seems to be a pretty good service already","Find licensing information","Extremely easy",-
"66051811","4001","","","","","20/10/2017 11:05:00","20/10/2017 11:06:00","Very satisfied","Could you?","Make changes to my existing Operator’s Licence","Extremely easy",-
"66052284","4002","","","","","20/10/2017 11:11:00","20/10/2017 11:13:00","Dissatisfied","copy new application","Find licensing information","Extremely difficult","count find it"
"66060772","4003","","","","","20/10/2017 12:46:00","20/10/2017 12:47:00","Very satisfied","No improvements needed at this time","Make changes to my existing Operator’s Licence","Extremely easy",-
"66067156","4004","","","","","20/10/2017 14:01:00","20/10/2017 14:03:00","Very satisfied","Allow user to upload response documnets etc.","Apply for a new Operator’s licence","Extremely easy",-
"66075372","4005","","","","","20/10/2017 15:33:00","20/10/2017 15:34:00","Very satisfied","No improvement needed","Make changes to my existing Operator’s Licence","Extremely easy",-
"66075787","4006","","","","","20/10/2017 15:39:00","20/10/2017 15:40:00","Very satisfied","I think this is very easy to use and doesn't need improving.","Make changes to my existing Operator’s Licence","Extremely easy",-
"66091729","4007","","","","","20/10/2017 20:51:00","20/10/2017 20:53:00","Very dissatisfied","By making it user friendly","Apply for a new Operator’s licence","Extremely difficult","Kept coming up with my existing licence details "
"66103071","4008","","","","","21/10/2017 08:52:00","21/10/2017 08:54:00","Very satisfied","Happy with current service","Make changes to my existing Operator’s Licence","Very easy",-
"66117497","4009","","","","","21/10/2017 17:13:00","21/10/2017 17:14:00","Very satisfied","all good","Create a new account","Very easy",-
"66132236","4010","","","","","22/10/2017 09:03:00","22/10/2017 09:04:00","Very satisfied","Perfect and easy to use","Make changes to my existing Operator’s Licence","Extremely easy",-
"66136812","4011","","","","","22/10/2017 12:19:00","22/10/2017 12:20:00","Very satisfied","GOOD SERVICE EASY TO USE","Make changes to my existing Operator’s Licence","Extremely easy",-
"66142677","4012","","","","","22/10/2017 16:13:00","22/10/2017 16:15:00","Satisfied","always room for improvements","Find licensing information","Very easy",-
"66168128","4013","","","","","23/10/2017 10:04:00","23/10/2017 10:07:00","Dissatisfied","I have searched the website but there is nothing to confirm whether or nor the goods vehicle identity discs need to be returned and if so, where they are to be sent. - It has been the case in the past that these were returned. Does that still apply???????","Make changes to my existing Operator’s Licence","Neither easy nor difficult",-
"66170541","4014","","","","","23/10/2017 10:35:00","23/10/2017 10:36:00","Very satisfied","I DONT SEE ANY IMPROVEMENTS AS I FIND THE WEB PAGE EASY TO USE ","Find licensing information","Extremely easy",-
"66171291","4015","","","","","23/10/2017 10:46:00","23/10/2017 10:48:00","Very satisfied","IMPROVEMENT NOT REQUIRED , EASY , QUICK , NO PROBLEM.","Make changes to my existing Operator’s Licence","Extremely easy",-
"66176020","4016","","","","","23/10/2017 11:42:00","23/10/2017 11:43:00","Dissatisfied","cant see where to access OCRS score","Find licensing information","Extremely difficult","Cant find OCRS score"
"66190014","4017","","","","","23/10/2017 14:38:00","23/10/2017 14:39:00","Very satisfied","I think this srvice is very good and does not need improving. - thanks -  - ","Make changes to my existing Operator’s Licence","Extremely easy",-
"66191578","4018","","","","","23/10/2017 14:55:00","23/10/2017 14:56:00","Very satisfied","VERY EASY ONCE I HAD CALLED THE TRAFFIC AREA AS MY REQUEST WASNT STRIAGHT FORWARD","Make changes to my existing Operator’s Licence","Very easy",-
"66195026","4019","","","","","23/10/2017 15:29:00","23/10/2017 15:29:00","Very satisfied","very easy to use as it is","Make changes to my existing Operator’s Licence","Very easy",-
"66205033","4020","","","","","23/10/2017 17:21:00","23/10/2017 17:22:00","Very dissatisfied","where do i find messages ??????","Sign in to my existing account","Neither easy nor difficult",-
"66219614","4021","","","","","23/10/2017 23:15:00","23/10/2017 23:18:00","Very satisfied","Raúl daniel granados gomez","Apply for a new Operator’s licence","Extremely easy",-
"66222703","4022","","","","","24/10/2017 03:31:00","24/10/2017 03:33:00","Very satisfied","It doesnt need improving . I found all the relevant information I required ","Find licensing information","Neither easy nor difficult",-
"66229625","4023","","","","","24/10/2017 08:42:00","24/10/2017 08:42:00","Very satisfied","NA","Find licensing information","Extremely easy",-
"66237555","4024","","","","","24/10/2017 10:41:00","24/10/2017 10:42:00","Very satisfied","Easy to use so all ok","Make changes to my existing Operator’s Licence","Fairly difficult ","I wasn't able to make the changes online today as I need to wait for account details in the post"
"66242951","4025","","","","","24/10/2017 11:50:00","24/10/2017 11:51:00","Very satisfied","allow clients to print all documents including O'Licance disks","Make changes to my existing Operator’s Licence","Extremely easy",-
"66244279","4026","","","","","24/10/2017 12:06:00","24/10/2017 12:07:00","Very satisfied","I did not have a problem.","Make changes to my existing Operator’s Licence","Extremely easy",-
"66244860","4027","","","","","24/10/2017 12:13:00","24/10/2017 12:14:00","Very satisfied","Not sure you can. I found the information I wanted very quickly.","Find licensing information","Extremely easy",-
"66250319","4028","","","","","24/10/2017 13:30:00","24/10/2017 13:31:00","Very satisfied","Very quick and easy to use","Make changes to my existing Operator’s Licence","Extremely easy",-
"66251867","4029","","","","","24/10/2017 13:51:00","24/10/2017 13:51:00","Very satisfied","ITS GREAT AND EASY TO NAVIGATE OUR WAY THROUGH","Sign in to my existing account","Extremely easy",-
"66257285","4030","","","","","24/10/2017 14:57:00","24/10/2017 14:59:00","Very satisfied","nothing at the moment","Sign in to my existing account","Very easy",-
"66258032","4031","","","","","24/10/2017 15:05:00","24/10/2017 15:06:00","Very satisfied","Seems very user freindly","Make changes to my existing Operator’s Licence","Extremely easy",-
"66270455","4032","","","","","24/10/2017 18:09:00","24/10/2017 18:10:00","Very satisfied","Good service","Create a new account","Extremely easy",-
"66271378","4033","","","","","24/10/2017 18:31:00","24/10/2017 18:32:00","Dissatisfied","simplify it","Make changes to my existing Operator’s Licence","Fairly difficult ","hard to understand"
"66275575","4034","","","","","24/10/2017 20:09:00","24/10/2017 20:11:00","Very satisfied","Really easy to use - Can't see how you can improve ","Apply for a new Operator’s licence","Extremely easy",-
"66306244","4035","","","","","25/10/2017 12:23:00","25/10/2017 12:25:00","Satisfied","System is a little slow, other than that fine. Was a little unclear on the license cancellations we had to have two goes at it ","Make changes to my existing Operator’s Licence","Very easy",-
"66318171","4036","","","","","25/10/2017 14:56:00","25/10/2017 14:58:00","Very satisfied","Can't","Sign in to my existing account","Very easy",-
"66337975","4037","","","","","25/10/2017 21:46:00","25/10/2017 21:47:00","Very satisfied","Works fine as it is","Find licensing information","Extremely easy",-
"66338542","4038","","","","","25/10/2017 22:06:00","25/10/2017 22:07:00","Very satisfied","nothing needs improving","Apply for a new Operator’s licence","Extremely easy",-
"66346595","4039","","","","","26/10/2017 07:52:00","26/10/2017 07:53:00","Very dissatisfied","Making the service to vary a licence quicker","Make changes to my existing Operator’s Licence","Extremely difficult","The process is too complicated and not explained clearly"
"66347238","4040","","","","","26/10/2017 08:13:00","26/10/2017 08:14:00","Very satisfied","Can't think of anything","Make changes to my existing Operator’s Licence","Extremely easy",-
"66359228","4041","","","","","26/10/2017 11:33:00","26/10/2017 11:34:00","Very satisfied","Very good service","Sign in to my existing account","Very easy",-
"66366479","4042","","","","","26/10/2017 13:34:00","26/10/2017 13:36:00","Very satisfied","its very easy","Sign in to my existing account","Extremely easy",-
"66373511","4043","","","","","26/10/2017 15:22:00","26/10/2017 15:23:00","Very satisfied","i CANNOT SUGGEST ANY IMPROVEMENTS","Find licensing information","Extremely easy",-
"66397335","4044","","","","","27/10/2017 08:32:00","27/10/2017 08:34:00","Very satisfied","by putting the contact numbers that you need on each page ","Sign in to my existing account","Extremely easy",-
"66401399","4045","","","","","27/10/2017 09:55:00","27/10/2017 09:56:00","Very satisfied","excellent site does not require improvement","Make changes to my existing Operator’s Licence","Extremely easy",-
"66404331","4046","","","","","27/10/2017 10:49:00","27/10/2017 10:50:00","Very satisfied","I don't believe there is any improvement required.  Easy to use.","Apply for a new Operator’s licence","Extremely easy",-
"66406182","4047","","","","","27/10/2017 11:20:00","27/10/2017 11:22:00","Very satisfied","can't think of anything at the present time .","Make changes to my existing Operator’s Licence","Extremely easy",-
"66413943","4048","","","","","27/10/2017 13:52:00","27/10/2017 13:54:00","Very satisfied","very good","Sign in to my existing account","Extremely easy",-
"66454383","4049","","","","","28/10/2017 16:36:00","28/10/2017 16:37:00","Very satisfied","N\A","Sign in to my existing account","Extremely easy",-
"66474350","4050","","","","","29/10/2017 11:02:00","29/10/2017 11:04:00","Satisfied","The ability to sort the data by date would be useful","Find licensing information","Neither easy nor difficult",-
"66474847","4051","","","","","29/10/2017 11:20:00","29/10/2017 11:24:00","Neither satisfied nor dissatisfied","It would be useful to only view current registrations, there are some here included that finished in 2012!!. That just make viewing tedious, its unnecessary! Thanks","Bus registrations","Neither easy nor difficult",-
